id,text,
1220,I was unable to activate my card.,
1221,How can I replace an expired card?,
1222,"Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance.",
1223,"This morning, I tried to send money to my friends several times but each time the transfer fails.  Why does it keep failing?  The transfer gets rejected but I do not know what is causing it to be rejected.",
1224,I need to cancel a transfer,
1225,I have made several unsuccessful attempts to make a transfer.  I'm getting frustrated at getting error messages and it not going through.,
1226,What is the age limit for an account?,
1227,"My card is going to expire, what do I do?",
1228,My beneficiary didn't receive my transfer,
1229,I tried to transfer money but it didn't go through,
1230,What is the pending payment on my card about?,
1231,"card is lost, please help",
1232,I have some transactions on my account I did not make. Can you cancel my card and prevent further use.,
1233,My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,
1234,My transfer didn't work how come?,
1235,what are the steps to activate my card?,
1236,"I couldn't use my contactless this morning, it wasn't accepted.",
1237,My card is almost going to expire.,
1238,Do you have to order a new card before your current card expires?,
1239,My card is lost!  Please help me!,
1240,Why has my deposit in the ATM not cleared yet?,
1241,"Next month my card will expire, do I need to order a new one?",
1242,I believe that my transfer hasn't gone through.,
1243,Is there a charge for a foreign currency exchange?,
1244,What can I do if my passcode won't work?,
1245,Are there specific ATM's that I can draw money from?,
1246,I can't find my password,
1247,Why is the payment showing as pending from things I bought this morning?,
1248,Would you be so kind as to activate my card? Thanks,
1249,Can I cancel a transfer I made,
1250,Tell me how to cancel a transfer.,
1251,Why couldn't I transfer to a beneficiairy?,
1252,Are there any discounts for frequent currency exchanges?,
1253,When will my pending payment finish?,
1254,Are there any fees when exchanging to foreign currencies?,
1255,What are the reasons for my beneficiary not being allowed?,
1256,My card has been compromised,
1257,"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",
1258,Can I cancel my transaction?,
1259,"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",
1260,There's been a transaction to the wrong account.,
1261,How long will my ATM withdrawal be pending?,
1262,Why can't I transfer to an account?,
1263,why didnt a transfer to my account process,
1264,I am trying to complete a transfer but I keep getting an error message.,
1265,Which ATMs accept this circuit board ?,
1266,How do I revert a transaction?,
1267,For what reason can I not transfer money to a beneficiary?,
1268,is there a frequent currency discount?,
1269,"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?",
1270,Where can I update my pin number?,
1271,May I change my PIN?,
1272,Why did my transfer fail?,
1273,Are there any extras for exchanging currency?,
1274,I've forgotten my passcode. Can I reset?,
1275,My card payment has been stuck on pending. What is the problem? It should have gone through by now.,
1276,Tell me how to setup a new PIN.,
1277,Is there a way to reset the passcode?,
1278,I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.,
1279,"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",
1280,"i didnt make these transactions, i think my card details might be stolen",
1281,I used the wrong account.,
1282,I am still waiting for a cash withdrawal to show,
1283,I really need some help to understand why my transfer keeps failing. I'm trying to send money to a friend. Please help.,
1284,My purchases from this morning still have pending payments.,
1285,Can you help me retrieve my card?,
1286,Can you please explain why my beneficiary is not allowed?,
1287,Is there a way to revert a transaction?,
1288,Do you offer a discount on multiple currency exchanges?,
1289,I have kids and I'm curious at what age could they start to use your service.,
1290,"What stopped my transfer, from being accepted?",
1291,Can you tell me about the exchange fee?,
1292,Someone must have found my card details as I don't recognize these transactions.,
1293,Could my daughter open an account?,
1294,"My son has just turned 13, is he old enough for an account?",
1295,Instructions for activating card,
1296,"How do I activate my card, so that I can start using it?",
1297,I accidentally made a payment to a wrong account. What should I do?,
1298,Help! I've forgot my app passcode!,
1299,Is it free to exchange currency?,
1300,What is the appropriate age for my child to be able to open an account?,
1301,Where should I withdraw money from?,
1302,I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,
1303,are transfers to a beneficiary possible,
1304,Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,
1305,Why was I unable to finish this transfer?,
1306,Where can I reset the passcode?,
1307,"When exchanging currencies, is there an extra fee?",
1308,My account did not allow the transfer.,
1309,Is this card accepted by ATMs?,
1310,How long before I can see that my cash withdrawal has taken place?,
1311,"When I attempted to make a transfer, it failed.",
1312,If I want to select a new PIN what do I do?,
1313,Why would my beneficiary not be allowed?,
1314,Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,
1315,How do I know when my card will expire?,
1316,Does a discount apply if I exchange currencies frequently?,
1317,I am waiting for a payment to be processed,
1318,Can I use my new card?,
1319,Do you have any accounts for children ?,
1320,Can someone please assist me with finding my nearest ATM?,
1321,How can I transfer money to a beneficiary?,
1322,What is the longest that a payment will show pending?  There is one showing that has been sitting there a few days.,
1323,Tell me what I should do after my card expires.,
1324,what are the reasons why you would not be able to process a payment,
1325,My beneficiary is not allowed?  Why?,
1326,I want to cancel a transaction from this morning.,
1327,I'm expecting to see a cash withdrawal but I'm still waiting.,
1328,If I exchange currencies on a frequent basis can I receive a discount?,
1329,"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",
1330,Can I make an account for my daughter?,
1331,"I've been to several different countries, can I exchange the cash with a discount for a large transaction?",
1332,The expiration date on my card is coming up,
1333,Why is my cash withdrawal still showing as pending?,
1334,My transfer failed,
1335,I got a message that I cannot name X as a beneficiary.,
1336,Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,
1337,"I do not remember the code, what should I do?",
1338,My card payment says pending and it hasn't changed,
1339,Where is the nearest bank machine?,
1340,I took out money from the ATM and it's still showing as pending?,
1341,I need assistance with activating my new card.,
1342,Why does my account have a pending cash withdrawal?,
1343,How do I report possible fraudulent activity on my account?,
1344,The date my card expires is coming up,
1345,Why is my card payment still pending?,
1346,I need to know the cost and when I will receive a new card to replace an old one.,
1347,"My card will expire next month, will I need to order a new one?",
1348,I cant transfer money into my account,
1349,Why can't my transfer complete?,
1350,"My cash withdrawal is showing as pending, why?",
1351,Can I be given a new passcode?,
1352,"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",
1353,How long does it take for my payment to process?,
1354,How much to exchange currencies?,
1355,Whats the minimum age to have an account,
1356,Transfer has failed.,
1357,Can my 8 year old grandson open an account at the bank?,
1358,Why is a transfer to a beneficiary not possible?,
1359,"There are transactions I didn't make, someone else must have used my card.",
1360,My atm withdraw is stillpending,
1361,What do I do after my card expires?,
1362,how many days processing new card?,
1363,What is stopping my money from transferring?,
1364,Questionable transactions on my account.,
1365,"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",
1366,Where are the ATMs that accept this card?,
1367,Is there a way to change my PIN without having to go to the bank?,
1368,why do I have a pending payment?,
1369,Do you guys have any age restrictions?,
1370,I cannot remember my passcode.,
1371,"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",
1372,What kind of costs are involved for exchanging currency?,
1373,Can I get a new card even though I am in China?,
1374,"My new card is here, what's the process for activating it?",
1375,Is there a reason that my transfer failed?,
1376,Will you charge me for exchanging foreign currencies?,
1377,I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,
1378,Why are my payments not working and show pending?,
1379,I got some items this morning but the payment says pending,
1380,"Hey I want to buy some crypto but the app doesn't allow me to! What's the issue, I really want to exchange this",
1381,There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,
1382,Why hasn't my card payment cleared yet?,
1383,Can my children have their own account?,
1384,I can't find my card!  What should I do?,
1385,I got some cash in the ATM but its still pending,
1386,Would reinstalling the app solve the problem?,
1387,Is there an additional cost to exchange currencies?,
1388,My payment's stuck on pending.,
1389,"I can't be sure, but I think that someone may be using my card.",
1390,What do I do about my expired card?,
1391,Is there a possibility to open an account for my sons and daughters?,
1392,Is there any type of fee for currency exchange?,
1393,The transfer to my account was not allowed.,
1394,"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?",
1395,"When I tried to transfer funds to my friend today I was unable to do so, why?",
1396,"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",
1397,My card is expiring soon.,
1398,Can I change my PIN remotely?,
1399,Help me order a new card that's going to be expired soon.,
1400,What is the process to get a new card when your old one expires?,
1401,"my card details could be stolen, as i didnt make these transactions",
1402,"The expiration of my card is near, how do I order a new card?",
1403,What's the fee for exchange of foreign currencies?,
1404,I can't get a contactless payment to work.,
1405,"I would like an account for my children, how do I go about doing this?",
1406,"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",
1407,"I need to set up an account for my daughter, how would I do that?",
1408,I need to cancel a transaction please!,
1409,"I would like to activate my card to use now, can you help me?",
1410,How do I activate my card that just arrived?,
1411,How long will it take for my payment to go through?,
1412,I think my card was stolen.,
1413,Does it cost to exchange currencies with this card?,
1414,Will I get charged on a foreign currencies exchange?,
1415,"I think that someone may be using my card, but I'm not sure,.",
1416,What steps do I take to receive another passcode?,
1417,We want to start a college fund for my daughter.,
1418,I see some transactions that I don't recognize.  I think someone stole my details.,
1419,What are the age requirements for service?,
1420,What is the age to open an account?,
1421,Should i reinstall the payment app?,
1422,What's taking so long for this payment to go through?,
1423,"I cant find my card, it's gone.",
1424,What is the procedure for an expired card?,
1425,Are there steps I need to take before my card expires?,
1426,How do I activate a new card?,
1427,"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",
1428,I tried activating my card and it didn't work,
1429,I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem,
1430,Can I call to get my card activated?,
1431,I need to order a new card as my other one was stolen.,
1432,I'm in China and really need a new card.,
1433,"My cash withdrawal shows pending, why?",
1434,I am having problems transferring to a beneficiary.,
1435,I bought some things this morning but the payment shows that it is pending,
1436,Do I pay extra for exchange?,
1437,"I attempted a transfer, but it failed.",
1438,I need a new card before it expires.,
1439,There is a payment that has not processed.,
1440,how to activate card?,
1441,Why can't I complete my transfer?,
1442,A payment is pending,
1443,"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",
1444,Why won't my transfer go through?,
1445,My card is lost! What can I do?,
1446,Can I open an account for a child?,
1447,Change my pin?,
1448,"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",
1449,For some reason my contactless has stopped working. I don't know what the problem is. What can I do?,
1450,"help, lost my card",
1451,What caused my transfer to fail?,
1452,How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,
1453,What do I do if I think someone has used my card?,
1454,I tried to transfer money but it said it wasn't possible? I've done this before and it worked why isn't it working now?,
1455,How can i make my card active?,
1456,What does it mean when a payment is pending?,
1457,Why would a transfer to an account not be allowed?,
1458,My ATM withdrawal is taking forever,
1459,"My new card just arrived, how can I activate it?",
1460,Is there a fee for exchanging currencies?,
1461,Am I limited to what ATM I can use my card?,
1462,how much do I have to pay for exchange of currency?,
1463,I got my new card. How do I activate it?,
1464,Can you tell me how to change my PIN?,
1465,Can I make an account for my kids?,
1466,I need help with activating my card,
1467,"I'm locked out of my account as I can't remember my code, what do I do now?",
1468,I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,
1469,Can I get money out of any machine?,
1470,How do I cancel a recent transfer?,
1471,I want to revert this mornings transaction.,
1472,I need to change my pin but I am on the road.,
1473,My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,
1474,I forgot my password,
1475,I can't find my card and think it may have been stolen.,
1476,What ATMs accept my card?,
1477,How do I know it is a Mastercard ATM?,
1478,"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",
1479,What ATMs can I use my card at?,
1480,How do I update my PIN to a new number?,
1481,Is the closest ATM to me within 2 miles?,
1482,Do I have to pay more for exchanges?,
1483,What do I do to stop unauthorized transactions on my card? I was never in the place from which the transactions on my bill were made and I never made them. Please help!,
1484,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,
1485,think someone is using my card with permission,
1486,how long will my cash withdrawal be pending for?,
1487,My card is due to expire,
1488,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",
1489,Why is my beneficiary not being allowed to get payment services?,
1490,What are the steps to change my PIN to something else?,
1491,Why is my card payment still listed as pending?,
1492,What's the right way to activate my card?,
1493,how do I know where I can get money withdrawn?,
1494,I am trying to transfer money and something is going wrong.,
1495,Why did my transfer not work?,
1496,My withdrawl is still pending.  Why?,
1497,What's the minimum age for opening an account?,
1498,why did my account decline a incoming transfer,
1499,What is minimum age for an account?,
1500,Are their certain cash machines where I can change my pin?,
1501,Are contactless payments enabled on my new card?,
1502,Someone besides me might be using my card.,
1503,"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",
1504,Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,
1505,I need to actuate my card.,
1506,In my account I noticed my ATM withdrawal is still pending,
1507,What's the youngest I can be to open an account?,
1508,Why has my beneficiary been denied?,
1509,I am seeing pending from the card payment I made.,
1510,"My card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",
1511,What do I need to do in order to use my card I just got?,
1512,"I travel a lot, can I get a bulk currency exchange discount?",
1513,I have a payment which has not been approved.,
1514,Why can't I use this beneficiary?,
1515,What do I need to do to activate my new card?,
1516,Set a new PIN please.,
1517,Why cant I transfer to my account?,
1518,What steps do I have to take to activate my card?,
1519,Transfer isn't working?,
1520,What is the process to change my PIN?,
1521,What kind of ATM's can I use?,
1522,What is the closest ATM?,
1523,What ATM machines allow this card?,
1524,There is unusual activity on my account and I believe someone took my card.,
1525,Am I able to order a new card and have it sent to me in China?,
1526,Someone stole my card!,
1527,is there something blocking me from making transfers,
1528,I want to open an account for my children,
1529,I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.,
1530,The attempted transfer failed.,
1531,I need assistance activating my card?,
1532,I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,
1533,Are there any specific cash machines that I have to go to in order to change my PIN?,
1534,My payment is taking a long time to go through.,
1535,Why would I have a pending payment?,
1536,"
How old do you have to be?
Is it possible to change my pin if i am out of the country?
Can I activate my card with the app?
my cash withdrawal is pending"," why?"""
1537,"My card has been pending for a while, what should I do?",
1538,I have a transaction and would like to know if I it's cancelable?,
1539,The transfer I just made needs to be cancelled right now. It was my mistake. Please help me cancel it before it goes through!,
1540,"Hi, status of one of my card payment is still pending from a while. Please let e know how much time it will take to complete.",
1541,What ATMs will allow me to change my PIN?,
1542,I submitted a transaction but it was for the incorrect account.,
1543,Something is wrong with my password.,
1544,Why can't I transfer to another account?,
1545,What type of ATMs accept this card?,
1546,Why wouldn't my contactless work for the metro?,
1547,I had a payment that I made and it's been some amount of time and would like to know when it's suppose to go though.,
1548,At what ATM can I change my PIN?,
1549,"My card info was stolen, what do I do?",
1550,What should I do?  My card has been stolen!,
1551,I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card.,
1552,Am I able to open an account for my children?,
1553,"If I exchange foreign currency, are there any other charges?",
1554,What age do you have to be to open an account?,
1555,Why isn't my beneficiary allowed?,
1556,I would like my card activated.,
1557,How much is the exchange fee?,
1558,What is the next step if my card is about to expire.,
1559,I want to cancel a transaction.,
1560,Can I change my PIN in Austria?,
1561,How can I reset my PIN?,
1562,I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,
1563,I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.,
1564,I'd like to open an account for my children. How can I do that?,
1565,How old do we have to be?,
1566,Why wasn't my contactless accepted at the metro?,
1567,I cannot find my credit card.,
1568,How can I cancel a transfer?,
1569,What is the code I need to get into the app?,
1570,Do exchanges cost more?,
1571,need to know places i can withdraw money,
1572,How long until I see a cash withdrawal?,
1573,Do I need to go to an office to change my pin?,
1574,"I want to use my card, how would I activate it?",
1575,I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,
1576,I think someone else is using my card.,
1577,Oh no!  I lost my card!  Help!,
1578,"Cash withdrawal has been pending, why is it so?",
1579,"Why won't you take my transfer, I keep getting an error message.",
1580,I tried activating my card and it doesn't work how do I solve this problem?,
1581,"The activation process did not work, please help?",
1582,I notice there's a pending payment on my card.,
1583,My card payment still pending,
1584,Do you offer account's for minors?,
1585,What identification is required to activate my card?,
1586,How do I order a new card before It expires?,
1587,Are there any hidden extra fees for currency exchanges?,
1588,If I want my son to have his own account is that possible?,
1589,Could you please activate my card,
1590,"It looks like someone besides me ordered something with my card, what should I do?",
1591,What happens if my card expires?,
1592,Why can't I transfer money to a beneficiery?,
1593,Someone else may be using my card.  There are transactions I don't recognize.,
1594,Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,
1595,My attempted transfer failed.,
1596,"I will need to get a new card soon, how do I order?",
1597,I tried to do a transfer but it didn't go through.,
1598,"I want to get a new card before my current one expires, how much will it cost me and how long will it take to get here.",
1599,What does a pending transaction mean?,
1600,How come my card payment is still pending?,
1601,DO I have to be 18 to open an account?,
1602,I seem to of forgotten my passcode.,
1603,From where can I withdraw?,
1604,What should I do if I lost my card?,
1605,Is ordering a new card from China available?,
1606,How young can someone be in order to open an account?,
1607,I think my card has been compromised in some way.,
1608,"I didn't mean to do the transfer, is there any way to cancel it?",
1609,Is there a way to revert my transaction from this morning?,
1610,My card is about to expire.  How do I order another?,
1611,"If I want to exchange currency, will there be extras?",
1612,My funds are not transferring to my bank. Why is this not working?,
1613,what are the locations i can withdraw money,
1614,Are there any express fees if i want my new card faster?,
1615,I can't activate my card?,
1616,How old do my kids have to be use this?,
1617,"It says that my payment is pending, what does that mean?",
1618,How can i reset my passcode ?,
1619,I want to take back my transaction,
1620,"I couldn't transfer money to my bank, why not?",
1621,"I want to withdraw money, where can I go?",
1622,What do I need to do to change my PIN?,
1623,am afraid someone may have gained access to the info on my card.,
1624,Why was my transaction not approved?,
1625,How can I tell if someone else is using my card?,
1626,Can i change my PIN at the ATM?,
1627,What is the fee for accepting money from a foreign country?,
1628,Do I have to go somewhere to activate my card?,
1629,I need to cancel a transaction.,
1630,What does it mean by pending payment?,
1631,Could you please tell me why my purchases from this morning say payment is pending?,
1632,"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",
1633,Can I change my PIN without going to a bank branch?,
1634,I am trying to revert a transcation I did this morning,
1635,Can my password be reset if I do not have it?,
1636,How do I get the contactless feature to work for my card?,
1637,What is your age limit?,
1638,The terminal I paid at wouldn't take my card. Is something wrong?,
1639,What do I do if I forgot my passcode?,
1640,Will I receive a new card when mine expires?,
1641,Is there a minimum age for having an account?,
1642,Does it cost much or take long to get a new card? Mine is about to expire.,
1643,Something is wrong with my passcode,
1644,How old must I be to open an account?,
1645,Why is their a charge pending on my card still?,
1646,Please tell me which cash machines will allow me to change my pin.,
1647,I need help resetting my passcode to access my app.,
1648,Card payment still pending.,
1649,The app won't let me transfer money to a beneficiary,
1650,Someone is using my account to do online shopping! Please freeze it asap,
1651,"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",
1652,I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending.,
1653,"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",
1654,Can I order a new card by phone?,
1655,Will you send me a new card in China?,
1656,I've tried numerous times to submit a transfer of funds. Why isn't it going through?,
1657,Do you have a limit for someone's age?,
1658,"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.",
1659,"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",
1660,Are new cards available from China?,
1661,I think someone is using my card without my permission!,
1662,"When I travel, what will it cost to switch for my currency?",
1663,Can I get an account for my son?,
1664,How do I activate a card?,
1665,Why can't I activate my card?,
1666,How long does it typically take for a pending ATM withdrawal to clear?,
1667,I can't log into my account because I lost my password,
1668,I don't want the transaction to go through now,
1669,I need to cancel a transfer I made.,
1670,I cannot make a transfer to another account.,
1671,Help me activate my card.,
1672,What is the process for activating my card?,
1673,"If my card is about to expire, do I need to order a new one?",
1674,What exactly is the exchange fee?,
1675,"I will need to exchange currencies frequently, will I be able to get a discount?",
1676,Can I use my card at an ATM?,
1677,What are the age requirements for opening an account?,
1678,"I tried to take money from my card, but it didn't work. Later I saw that the transaction is still in progress. What's goign on?",
1679,I want to cancel a transfer right away! Can you help?,
1680,Card activation steps,
1681,How do I activate a card I received?,
1682,At what ATMS am I able to use the card?,
1683,I have my card now how do I activate it?,
1684,I would like help to revert a transaction I did this morning,
1685,What needs to be done to activate and use a card?,
1686,I am 16 and just started working at McDonalds can I deposit my checks at your bank?,
1687,I would like to cancel a transfer,
1688,Where can I find an ATM to use this card?,
1689,How to change the PIN on my card?,
1690,My card was stolen. What do I need to do?,
1691,I have a payment that hasn't went through yet.,
1692,Is there a way to order a new card while in China?,
1693,What do I do to activate?,
1694,My contactless payments don't work.,
1695,My card has been compromised. I see a bunch of online shopping charges that I didn't make. I need to freeze it immediately.,
1696,Explain what the pending payment means?,
1697,Help! Someone stole my card!,
1698,How can I tell if an AMT will take this card?,
1699,How do I go about cancelling a transaction?,
1700,I need a transfer cancelled.,
1701,"I used to know my password, but not anymore.",
1702,Says my transfer can't be completed?,
1703,will you be able to activate my card,
1704,I could not transfer funds to a beneficiary; is there a problem with your software?,
1705,A transfer to my account was denied.,
1706,My card was taken from me,
1707,Does it cost anything for exchanges?,
1708,Are there certain ATMs that I can use this card at?,
1709,"My card is expiring, how do I get a new one?",
1710,Help me set up a new PIN?,
1711,Can I make a contactless payments?,
1712,"Hello.  I ran into a problem with a transfer this morning.  I was trying to send money to some friends but when I tried to send it, the transfer failed.  I don't know what is causing the transfer to be rejected.  Please let me know what is causing the problem.  Thanks.",
1713,I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,
1714,Why is the cash withdraw I made shown as pending?,
1715,Why didn't my transfer work?,
1716,why is a transfer to beneficiary not possible?,
1717,My card is about to expire. How much does it cost to order a new one and how fast will I get it?,
1718,What should I do if I see a withdrawal is pending?,
1719,I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?,
1720,I think my account has been hacked there are charges on there I don't recognize.,
1721,want a new card what are the fees,
1722,Where can I change my PIN?,
1723,When will my payment go through?,
1724,How can I open an account for my children?,
1725,I am trying to exchange crypto and it's not working. Tell me how to fix this.,
1726,Do you offer any discounts for someone who exchanges currencies frequently?,
1727,I tired but an unable to activate my card.,
1728,I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,
1729,Where can I have a new bank card sent to China?,
1730,I have a card payment that has been pending for some time and would like to know when it is going to go through.,
1731,Not sure what my password is.,
1732,Please help me make a transfer. I keep receiving an error and I'm trying to make the initial mortgage payment for a flat I'm buying. What is the deal here?,
1733,How do I know which ATMs will accept this card?,
1734,Can I get some help activating my new card?,
1735,How can I change my Rowlock ?,
1736,Do you offer services for children to have money saving experience?,
1737,Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,
1738,Can I use this card at any ATM?,
1739,Can my children open an account?,
1740,How can I make my card ready to use?,
1741,I want to change my pin number from an ATM. Is this possible?,
1742,I need my card activated.,
1743,How long does it take for a pending cash withdrawal?,
1744,is the a reason why my transfer has failed?,
1745,I had a transfer blocked,
1746,How long does it take for a payment to go thru? I made one a few days ago and it has not been cleared yet.,
1747,How do I reset my passcode?,
1748,I need to activate my card can you do that now?,
1749,Why would my payment still show as pending?,
1750,Am I allowed to change my PIN anywhere?,
1751,How old does my daughter have to be to open an account?,
1752,"My transfer failed, why?",
1753,I messed up and made a transaction using the wrong account.,
1754,"Fix your system. I can't make transfers, I've tried like 5 times already.",
1755,How do I troubleshoot when contactless doesn't work?,
1756,Could you please freeze my card immediately?,
1757,"If I want to get an account for my daughter, can I do that?",
1758,What is the activation process on my new card?,
1759,Why has my card payment not yet been applied to my account?,
1760,I can't log in,
1761,Explain why I can't do a transfer to a beneficiary.,
1762,Can I change my PIN?,
1763,I submitted a transaction to the incorrect account.,
1764,I can't recall my passcode and need to reset it.,
1765,Is there a fee for currency exchange?,
1766,My contactless is non-functional.,
1767,My card data has been exposed.,
1768,"My recent transfer needs to be cancelled immediately; it was a mistake, please can you cancel it before it goes through?",
1769,"Please help me, there is a transaction in the incorrect account.",
1770,Do you know why my contactless won't work?,
1771,Will you be able to send the new card to China?,
1772,Why is my card payment showing as pending?,
1773,"I got a transfer fail message, but no explanation of why-- what happened?",
1774,My card expires next week. How do I get a new one?,
1775,What's the cost for exchanges?,
1776,"Need a new card, mine is expiring.",
1777,locations to withdraw money,
1778,I wasn't able to do a transfer to an account,
1779,"My bank card has expired, how can I get a new physical card?",
1780,How many years old do I have to be?,
1781,Can you tell me the ATMs I can use with my card?,
1782,"I've been waiting for 3 days, why is my withdrawal still pending?",
1783,How can i get new card?,
1784,how much is it to exchange currency,
1785,Contactless isn't working for me,
1786,Why was I not allowed to do a transfer to a beneficiary?,
1787,"Cancel my transfer, please.",
1788,I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,
1789,How do I activate my new card,
1790,My card expires very soon.  What is the cost and delivery time to get a new one?,
1791,Where do I go to reset my passcode?,
1792,The NFC payment wouldn't work on the bus today. Help?,
1793,I have a new card and need to activate it,
1794,I need to exchange some foreign currency. What's the charge for doing that?,
1795,"Disaster, I've totally forgotten my passcode, can you help me?",
1796,Where is a ATM that accepts Mastercard?,
1797,Need help with a stolen card.,
1798,Am I able to change my PIN at any cash machines?,
1799,What do I do if my card expires soon?,
1800,How old do you have to be to open an account?,
1801,Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times!,
1802,I want to change my PIN.,
1803,My card is expiring so how fast can I get a new one and how much will it be?,
1804,Help me with a PIN change.,
1805,My balance is not what I thought it was following an ATM withdrawal,
1806,Am I able to stop a transfer?,
1807,Help! I lost my card!,
1808,"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.",
1809,I just got this card & I don't know how to activate it.,
1810,How long does it take for cash withdrawals to hit my account?,
1811,Been trying to transfer money this morning but keep getting rejected. I don't understand why this is happening.,
1812,Why can't you allow my beneficiary?,
1813,I want to go back on what I did this morning,
1814,What ATMs can I use my card?,
1815,Is there a Mastercard ATM nearby?,
1816,I need to change my card PIN.,
1817,How do I update the PIN on my account?,
1818,I made a mistake and performed a transaction on the wrong account!,
1819,Someone I don't know has used my card without permission.,
1820,What is the minimum age required to open an account with your service?,
1821,"Hi, I'm buying a flat and I'm trying to get my mortgage to go though. Every time I check I simply get an error message. Is there any way you can help me get this money transferred over. Thanks!",
1822,I tried to transfer funds to a beneficiary and was denied. Can you tell me why?,
1823,When are you going to activate my card?,
1824,Card activation is not working. What do i do?,
1825,What is the process to activate a card,
1826,What ATMs use this card?,
1827,My passcode won't work.,
1828,Do I need to speak to a representative to change my pin?,
1829,"When will I get a new card when I order it, and how much will it cost.",
1830,Can I reset my password?  I don't know what it is.,
1831,"I've now been trying to do a really standard transfer 5 times already. What's going on, is your system broken or something?!",
1832,Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,
